0470F71D-0E93-4571-B94E-00028F798FED,Pacurari
023BAD7E-F32C-4DF3-BB8F-000A348CE0D9,Centru Civic
8313FEA5-E619-421B-B2A2-001D1078E3F4,Valea Adanca
07A76FEA-1BDD-468F-8EC0-002CB9D20513,Podu Ros
609F94AF-F205-4849-B9A6-002D4A3F0BD3,Popas Pacurari
E2F50386-B706-4634-9B2E-0047723A4EE2,Podu Ros
9D7CAAC6-AEA7-45E2-B91C-0061CA099EA7,Pacurari
45674BBD-E6E4-48E4-A9FD-00769D8F7F84,Pacurari
4B697BA3-43ED-459B-BB65-0079B4F02524,Alexandru cel Bun
ECABA966-02E2-448D-9B2E-0086596E2D73,Bucium
38F865FE-F997-48B8-8334-0088A913542C,Tudor Vladimirescu
571FB3C1-AD6C-4C9B-AA95-009DF2AB403D,Piata Unirii
631F819E-5F2B-465B-B307-00C0107B3FD7,Pacurari
440ADD02-2A3B-4A58-832B-00C65CB63E0F,Pacurari
B1D65174-E0BB-45FA-975A-00C70F9B9B74,Pacurari
A21688DC-C54D-474E-958D-00DA2CB61453,Aeroport
3716D326-B0EC-4CC0-A35F-00ED8DF5CFD0,Mircea cel Batran
B3E51563-46D2-4ACC-8ED1-010625909270,Frumoasa
F567A03B-0924-430E-9E83-01219920D37B,Podu Ros
5A3B2272-9FFF-4D3F-94B5-01462823159E,Podu Ros
17ABEE2E-6AFD-4A94-B8BA-01579987D032,Tatarasi
35DA2734-97BC-4B90-83CC-0184AFF2C5BF,Canta
54DA2E71-2341-4236-A107-018FB3496124,Centru Civic
668AFBD8-8FEB-4985-9F76-0198F249FE90,Popas Pacurari
F4902923-241C-4A01-829E-01B11DD8EE26,Nicolina
4D5C2C94-B967-4B22-AE8F-01B5008B96C1,Podu Ros
F551F9EF-82E2-4CDA-A2FC-01B54D2C4839,Nicolina
AD1D96A4-75FD-4F91-A6FD-01BE072CC435,Bucium
C5590D80-1E7E-4CA3-B575-01D056EF9111,Dacia
06ADB43D-703B-4650-9D4A-01D832CAF3FC,Pacurari
8A0B51BB-0DE0-4DAF-9910-01FA2E86B9F2,Copou
BE9F18A7-36F2-47D3-8513-01FA8ADF8A06,Cug
3D674DFA-CF5A-4BAE-B270-0210C2F7BD1C,Galata
E6BF9DAE-EC23-4140-BEB1-021303945BAE,Aleea Tudor Neculai
A74F525D-892F-4DF3-9B8B-0221C58BE4AF,Pacurari
6E5692C7-317C-4907-B9D6-022A939F6754,Galata
9F4D5562-5776-4E0E-9706-02509FA85E43,Cug
55F9A25B-2978-4553-8210-0263789A0011,Alexandru cel Bun
3A86CC6A-5BFA-4DC1-8533-0269DDAC5600,Cug
AE29B82F-2682-4317-BFF6-0271E33268B2,Alexandru cel Bun
8F7683D0-8809-426B-8AAC-02731A217B34,Moara de Vant
C1335BCE-8411-4436-809D-027699C12180,Podu Ros
8D5B729D-6547-48D2-A7D1-0281DE89B12F,Galata
C7715C3A-55E4-4D6F-B78B-02989EEC8E6E,Tudor Vladimirescu
4288D78C-ADDB-443A-9DA1-029DC773A14C,Cug
F1C1EC4A-2ED5-4349-BA90-02ADAA7B80F0,Bucium
A4103DD2-5437-4F09-A59D-02B6A706D748,Cug
3B7D5EA8-F521-4845-92C2-02BB6E3CF1B0,Pacurari
FD8E4546-F742-486A-BB6F-02D2468A9FFD,Oancea
A4E7E302-61A9-4E56-93FD-02D373B517BE,Copou
B3F9F215-1E8A-44F5-B0E8-02D4D5BAE528,Tudor Vladimirescu
5418C2A2-99CA-438E-91D2-02D5D8F4A253,Pacurari
F183BFEB-4DE1-48AC-BA3A-02E6AF49A699,Cug
1D11B0A5-0893-4DDC-815A-02E75C8CB40E,Tatarasi
725893CA-B754-481F-B85F-02EEDD81AAE6,Cug
ECDAAB24-7406-4990-B887-02F935580693,Podu Ros
0B7C69D2-24AE-4B70-9C0D-03090C998138,Centru Civic
CF77BADA-C51F-445B-9911-030FAEC79F29,Alexandru cel Bun
E995BE20-20D3-46BA-B702-0313E1E05B91,Nicolina
CB5DA88E-1D35-4E48-9A01-0317DF11CFA1,Tatarasi
5B5A3547-59BE-44B8-AD94-0317FA4422C3,Cug
95338B45-FFDC-4A9F-BF5C-03252EC63654,Alexandru cel Bun
B56BB632-F5A5-4849-905D-0325FB96E600,Galata
4647E5A1-DE48-4446-80BE-03316CAAD83F,Galata
A33666AA-0C73-40C6-AE08-0334C1F638FE,Bucium
9E495DCE-9F78-400D-97B3-033E711D7E21,Gara
5039D650-307F-481B-B066-0349509094B1,Nicolina
859D07BD-E146-4498-B031-03496CF1F71A,Valea Adanca
41689D89-F370-4495-A4EF-035583EF7D9F,Centru Civic
164BC863-C649-477B-BA05-036273270471,Pacurari
04A9410A-E7BA-4BA8-8452-0372907AE11A,Nicolina
BA3899C9-38D8-4DAF-B4EF-0395059728F9,Podu Ros
4F91425A-C28F-471E-A77E-039AEE0F9105,Tatarasi
