Id,Comfort,Floor,FurnishedAndFit,LivingSurface,Neighborhood,NumberOfBathrooms,NumberOfParkingSpaces,NumberOfRooms,Partitioning,PossibilityOfParking,Price,PropertyStatus,PropertyType,TotalNumberOfFloors,YearBuilt
6C145FC7-3D25-4BAC-8127-453354E0896E,-,2,-,72,Tudor Vladimirescu,0,0,3,Decomandat,False,84200,-,-,0,2017
C7E7B377-573F-4579-B6E3-4536EBA0F994,-,2,-,48,Pacurari,0,0,2,Decomandat,False,33000,-,-,0,2016
D80F8D85-CA3B-4E85-BDE1-453BED934378,-,1,-,42,Mircea cel Batran,0,0,2,Semidecomandat,False,39900,-,-,0,1976
059E484F-26C2-419D-8B0D-45481E226972,Lux,1,Nemobilat,110,Popas Pacurari,1,1,3,Decomandat,True,56000,Nou,Cas/Vil,2,2016
584AF549-E3A6-4C31-B54A-454D702237FF,-,0,-,0,Tomesti,0,0,0,-,False,4,-,-,0,0
F73957D7-75EC-483A-9A79-455E6A0985C6,-,8,Complet,67,Podu Ros,0,0,3,Decomandat,False,65000,Renovat,Bloc de apartamente,10,1974
96E638A7-F2AE-4F75-856C-45747F69C22E,-,2,-,58,Cug,0,0,2,Decomandat,False,46000,-,-,0,2017
D2632486-71B6-46AF-8037-457A74807AEC,-,2,-,65,Podu Ros,0,0,3,Semidecomandat,False,44000,-,-,0,1978
A94D6000-A309-464C-B556-457D23FCC71C,-,3,Complet,39,Alexandru cel Bun,0,0,2,Decomandat,False,45000,Bun,Bloc de apartamente,4,1990
495B128F-CCB5-4FD6-8742-45833394F23A,1,4,-,70,Frumoasa,0,0,3,Decomandat,False,60000,Bun,Bloc de apartamente,0,1977
9A97F6DA-EFBF-4099-B22C-458642580933,-,1,-,37,Cug,0,0,2,Decomandat,False,31000,-,-,0,2017
A1EE3C67-0C9E-46BD-B35C-4587A7A5CA27,-,3,-,39,Aeroport,0,0,2,Decomandat,False,45000,-,-,0,1900
DBC23317-A19F-4861-A923-4588DBDEFB4D,-,4,-,52,Aeroport,0,0,2,Semidecomandat,False,45000,Bun,Bloc de apartamente,4,1962
E834A2AD-0146-4FDD-9FB7-4591E987ACDA,-,3,-,67,Cug,0,0,3,Decomandat,False,59900,-,-,0,2018
374F5AE8-5988-4DBF-9F2F-45AF16FC96EB,1,2,-,66,Tatarasi,1,0,3,Semidecomandat,False,67000,Bun,Bloc de apartamente,4,1967
4669EEA2-0A35-4F33-BE21-45BD29CFB4A9,-,3,-,74,Bicaz,0,0,3,Decomandat,False,67000,-,-,0,1982
66E9EA19-AF9A-450A-81DB-45CB48954E9C,-,4,-,48,Tatarasi,0,0,2,Semidecomandat,False,38000,-,-,0,1970
5051244E-936A-450B-84B9-45D1BF7A8A8E,1,4,-,52,Nicolina,1,0,2,Decomandat,False,47500,Bun,Bloc de apartamente,4,1986
F29B079C-DCA1-4F2B-B126-45F37280DCA1,Lux,1,-,56,Pacurari,0,0,2,Decomandat,False,62100,n construcie,Bloc de apartamente,0,2019
A6F6E6F8-8810-421F-8270-45F51756332A,-,2,-,28,Podul de Piatra,0,0,0,-,False,24500,-,-,0,1972
53C27C4B-A8F8-4DFD-BD76-45FD38E08A7C,-,0,-,112,Popas Pacurari,0,0,4,-,False,79000,-,-,0,2018
F677968A-A829-4F78-8EE0-46051422463E,-,4,-,40,Sud-Est,0,0,1,Decomandat,False,22000,-,-,0,2000
E45C6C2E-A930-446E-A370-460C9540EB12,1,6,-,64,Frumoasa,2,0,3,Decomandat,False,56500,Bun,Bloc de apartamente,7,1986
43989588-1A5C-4E23-B8FB-46162EC2D7A0,-,1,-,55,Aleea cu Ciresi,0,0,2,Decomandat,False,44000,-,-,0,2018
744E9510-E460-4104-BDE2-46256878C849,-,1,-,62,Tatarasi,0,0,3,Semidecomandat,False,41800,-,-,0,1978
9B2BD23D-7AB1-4AA4-8E2B-4653218D5379,-,5,-,42,Alexandru cel Bun,0,0,2,Decomandat,False,27500,-,-,0,1978
4CCA93D3-CE80-478D-806B-46663C96FA50,-,0,-,360,Pacurari,0,0,5,-,False,190000,-,-,0,1996
5CA5337D-D2FC-4C4B-B8B8-4668EDDF76F2,-,2,-,56,Pacurari,0,0,2,Decomandat,False,44900,-,-,0,2012
C8355118-1527-4D38-9412-4675857A46F5,1,3,-,61,Galata,0,0,2,Decomandat,False,50500,Bun,Bloc de apartamente,0,1980
A9A20934-6B28-47C0-B949-4679782D11DE,-,0,-,0,Valea Adanca,0,0,0,-,False,33000,-,-,0,0
177309EB-D10F-4BAB-B7F4-467AFADAEEC8,-,1,-,76,Pacurari,0,0,3,Decomandat,False,52000,-,-,0,2017
B856C192-EBFB-4BE8-8F62-4692F2152A8E,-,1,-,54,Alexandru cel Bun,0,0,3,Semidecomandat,False,48900,-,-,0,1976
AEA778AD-2460-48F5-A64D-46A2CBA73093,-,2,-,35,Tatarasi,0,0,2,Semidecomandat,False,29000,-,-,0,1978
25E4298D-09D6-4F12-939A-46B16AB3E052,-,5,-,26,Est,0,0,1,Decomandat,False,20000,-,-,0,1980
195C5E68-623B-4FC0-B60D-46B261780194,-,0,-,108,Valea Adanca,0,0,4,-,False,74000,-,-,0,2017
AE6A7A22-1601-420B-9844-46BA1795BACF,-,4,-,75,Aeroport,0,0,3,Decomandat,False,60000,-,-,5,1984
284975F4-54AD-45EA-A612-46BC7FA6A494,-,0,Nemobilat,77,Cug,1,2,3,-,True,63000,Nou,-,1,2018
A52D9163-5092-4B6F-9C5E-46BFFD96EF4E,-,1,-,34,Aeroport,0,0,1,Decomandat,False,47700,Nou,Bloc de apartamente,10,2018
FC5FB8B0-6401-4331-8514-46C86B584C5B,-,1,-,65,Copou,0,0,3,Decomandat,False,65000,n construcie,Bloc de apartamente,6,2018
43D8EE7E-69E5-4EEF-A084-46DA27B70C28,-,2,-,44,Aeroport,0,0,2,Decomandat,False,46000,-,-,0,2017
ADFD3C02-7198-4D88-81F7-46DCA7933FF6,-,2,-,46,Bucium,0,0,2,Decomandat,False,42500,-,-,0,2017
B4987FE3-D775-4A36-9581-46E35396D412,-,1,-,50,Tatarasi,0,0,2,Semidecomandat,False,43000,-,-,0,1970
80F668E7-EEB7-49F8-8AF1-46ECC5570D51,-,2,-,55,Cug,0,0,2,Decomandat,False,48800,-,-,0,2018
CDCA5AD6-6459-47E5-A61A-46ED80C04A2D,-,1,-,64,Bucium,0,0,2,Decomandat,False,65000,-,-,0,2018
235BCCD9-249A-4D48-8E51-470761CA6A79,1,1,Nemobilat,67,Frumoasa,1,1,2,Decomandat,True,56500,n construcie,Bloc de apartamente,4,2018
B5BCC17E-07CB-4533-B567-471580B853CC,-,5,-,48,Nicolina,0,0,2,Decomandat,False,53500,-,-,0,2017
EDB619A9-B0CB-4405-A7EA-4716D160999F,-,4,-,34,Nicolina,0,0,0,-,False,33500,-,Bloc de apartamente,0,1979
CA1EA73B-1159-4EAE-95E0-471E46FA825A,-,9,-,32,Tatarasi,0,0,1,Semidecomandat,False,26500,-,-,0,1980
8868CC14-B093-499C-8710-4720BAE9A3F9,-,2,-,48,Cug,0,0,2,Decomandat,False,38000,-,-,0,2018
DC95F5C9-51A4-404E-B488-4724FFB77F00,-,4,-,36,Alexandru cel Bun,0,0,2,Nedecomandat,False,37900,-,-,0,1975
D63527E1-F3B8-4591-BCED-4736C8F2BBD8,-,9,-,72,Gara,0,0,3,Decomandat,False,67500,-,-,0,1978
17A87597-3246-45AE-813C-4737085E7E21,Lux,1,-,25,Pacurari,0,0,1,Semidecomandat,False,26000,n construcie,Bloc de apartamente,0,2018
EE185FDA-A8A1-4680-BE78-474298DB9ACD,-,3,-,63,Pacurari,0,0,2,Decomandat,False,50200,-,-,0,2017
B48A5C00-2506-4D49-961E-4744F471669F,-,3,-,52,Cug,0,0,2,Decomandat,False,49400,-,-,0,2018
5A63F41C-9FAC-4F79-8515-474D1E6C7A71,1,4,-,52,Nicolina,1,0,2,Decomandat,False,47500,Bun,Bloc de apartamente,4,1986
E815B448-A9AE-4AFC-A19E-4754872F7ADA,1,4,Nemobilat,65,Tatarasi,1,0,3,Decomandat,False,65000,Bun,Bloc de apartamente,4,1982
25F54F33-1F3C-47F6-8DD2-475C44907F8F,-,0,-,105,Cug,0,0,4,-,False,75000,-,-,0,2017
99812DE2-2352-4E0D-98F1-4761A27F9401,-,3,-,44,Alexandru cel Bun,0,0,2,Semidecomandat,False,33400,-,-,0,1978
E334037C-9346-4298-B1D4-476851A1F2D2,-,2,-,50,Copou,0,0,2,Decomandat,False,57500,-,-,0,2016
CE34236B-04F6-4D49-83B7-476901A30DD7,-,0,-,0,Lunca Cetatuii,0,0,0,-,False,29,-,-,0,0
ADBC247C-29BB-4847-90FC-477137FAC334,1,2,Nemobilat,37,Bularga,1,0,1,Decomandat,False,36000,Bun,Bloc de apartamente,4,1984
BCCE351B-6507-4F9C-87A4-4772090C46E5,1,2,-,57,Tatarasi,1,0,2,Decomandat,False,79000,Bun,Bloc de apartamente,5,2018
54AEEEF4-2C5A-4C2A-A5EE-477A2F104B1C,-,2,-,25,Frumoasa,0,0,0,-,False,27000,-,-,0,1979
1E05D86B-FE7B-433F-952D-4793F56E44F3,-,9,-,72,Alexandru cel Bun,0,0,3,Decomandat,False,57900,-,-,0,1977
BD808D29-4333-494D-9ECE-4795821CDE4C,-,3,-,36,Tatarasi,0,0,1,Decomandat,False,34000,-,-,0,1980
0ADFCDC7-715D-4974-87C5-479EF1111C09,-,1,-,72,Arcu,0,0,3,Semidecomandat,False,74900,Renovat,Bloc de apartamente,8,1978
EE478A27-15C4-4616-B887-47BFE5F4E8F8,-,1,Complet,56,Podul de Fier,0,0,2,Decomandat,False,75000,Nou,Bloc de apartamente,5,2014
64002F8D-B0B3-4F8E-9DF7-47CA95B9349A,1,3,Parial,65,Podu Ros,1,0,3,Semidecomandat,False,78000,Bun,Bloc de apartamente,10,1963
32240436-2EBE-4086-BB14-47F305CC7148,-,8,-,50,Tatarasi,0,0,2,Semidecomandat,False,45500,-,-,0,1975
1ABC2358-C5BE-4861-A0C6-47F9E9222A79,-,10,-,52,Dacia,0,0,2,Decomandat,False,42000,Bun,Bloc de apartamente,10,1982
94C0BFC0-0706-4368-ADBB-47FA74331638,Lux,2,Nemobilat,88,Copou,2,20,3,Decomandat,True,87900,Nou,Bloc de apartamente,6,2017
6AD47A9F-31B0-4A98-B194-4819D5755A3E,-,5,-,33,Bucium,0,0,1,Decomandat,False,37500,-,-,0,2017
5CEFBBAF-9039-4042-9CE5-481F08FE2CF9,-,4,Complet,50,Podu Ros,0,0,2,Semidecomandat,False,41900,Bun,Bloc de apartamente,4,1967
0D85A9A7-C8C3-4616-AF9B-48259C140139,-,9,-,30,Podu Ros,0,0,1,Decomandat,False,21500,-,-,0,1978
5C8E2529-E9D2-4E26-9466-48431612F651,1,1,Parial,44,Tudor Vladimirescu,1,0,2,Nedecomandat,False,46000,Bun,Bloc de apartamente,3,1961
B5D97624-2597-4476-B5FB-48444C44ECBA,-,0,-,0,Bucium,0,0,0,-,False,27,-,-,0,0
8DEEB231-470E-4BDB-918F-484776248DBA,-,4,-,50,Tatarasi,0,0,2,Semidecomandat,False,35500,-,-,0,1978
3AE861BE-6768-4C65-9014-4848F399C9FB,-,4,-,32,Aeroport,0,0,1,Decomandat,False,52388,-,-,0,2019
A7889D8B-D401-4792-AA8D-48637D988F48,1,4,-,42,Tatarasi,1,0,2,Decomandat,False,45000,Bun,Bloc de apartamente,4,1984
DA0C9CAF-E1D2-4E2E-ADCF-4863F8EA8BCE,-,0,-,200,Aeroport,0,0,5,-,False,150000,-,-,0,2007
C9307BA8-6EAC-406B-844D-4872FFB3FDFF,-,2,-,72,Miroslava,0,0,3,Decomandat,False,63000,-,-,0,2018
12E1CF1A-62D3-4116-BCCE-488154BAC57A,1,3,-,53,Aeroport,0,0,2,Semidecomandat,False,42672,Nou,Bloc de apartamente,0,2018
7EFA6D9F-2301-4026-98CA-4884DBA3E529,-,4,-,55,Tatarasi,0,0,3,Semidecomandat,False,46000,-,-,0,1969
01F282CF-67EB-44DA-9C75-48A6C617E110,1,7,Parial,90,Nicolina,2,1,4,Decomandat,True,87000,Renovat,Bloc de apartamente,7,1990
E3C7415C-03FC-4923-8B83-48ADBB08652F,-,2,-,38,Cug,0,0,2,Decomandat,False,31000,-,-,0,2018
B5DEB996-5848-42D5-9876-48B54A1CCB79,-,2,-,77,Tatarasi,0,0,3,Decomandat,False,93000,-,-,0,2017
E8E19830-64C3-4D07-AB76-48CC37CAB7EC,-,1,-,74,Aleea cu Ciresi,0,0,3,Decomandat,False,56100,-,-,0,2018
B3175BD2-330A-4125-A6CD-48E28C901A83,1,4,Parial,48,Tudor Vladimirescu,1,0,2,Semidecomandat,False,46500,Bun,Bloc de apartamente,4,1964
1D409CA7-E0F0-4BB7-B6C6-490BE1A0708F,-,1,-,46,Bucium,0,0,2,Decomandat,False,47000,-,-,0,2017
B4833B84-CC52-4078-8FE4-491202BD7630,-,2,-,35,Nicolina,0,0,1,Decomandat,False,43800,-,-,0,2017
4258A073-C97F-4529-A7F1-4941A62B7434,-,5,-,54,Pacurari,0,0,2,Decomandat,False,52500,-,-,0,2008
268BED09-4DCB-49EE-A8FA-4942C2CFB6DD,-,2,-,36,Bucium,0,0,1,Decomandat,False,35000,-,-,0,2018
C1276D87-F7BF-429F-9040-4947D1084A9E,Lux,4,Parial,73,Bd.Independentei,1,0,3,Decomandat,True,96900,Renovat,Bloc de apartamente,9,1977
5C4D2849-FD20-42ED-B038-494AB0D79805,-,1,-,73,Bucium,0,0,3,Decomandat,False,72950,-,-,0,2017
C6BF4EBD-F2A4-4263-8A33-494EF8244EB7,-,2,-,45,Pacurari,0,0,2,Decomandat,False,36400,-,-,0,2016
C439E3E3-1DE1-4414-B5EA-495BBC26231C,-,3,-,33,Nicolina,0,0,1,Decomandat,False,41800,-,-,0,2017
ABBCDCEB-1DB3-4AD6-8304-497180EF42F0,1,3,Parial,55,Tatarasi,1,0,2,Nedecomandat,False,59900,Bun,Bloc de apartamente,8,2008
A0B2EFB1-4875-4ACE-BF27-4975708018AB,-,4,-,51,Copou,0,0,2,Semidecomandat,False,52010,n construcie,Bloc de apartamente,6,2018
5F0A5900-1905-46D9-83E8-497901539A13,Lux,2,-,83,Pacurari,0,0,3,Decomandat,False,63100,Nou,Bloc de apartamente,0,2017
F5D84CAC-B84A-4C7A-850A-4989DFE770A4,-,4,-,60,Metalurgie,0,0,2,Decomandat,False,48000,-,-,0,1984
4170953E-82D6-45FF-B4DD-49983196E6E9,-,1,-,46,Est,0,0,2,Decomandat,False,32500,-,-,0,2000
F6404A91-A1BB-4B93-8E1D-49993DDE5144,-,10,-,52,Dacia,0,0,2,Decomandat,False,42000,Bun,Bloc de apartamente,10,1982
5BB126A9-07D2-4723-8ADF-499BFFAB69BF,-,4,-,46,Oancea,0,0,2,Decomandat,False,59000,-,-,0,2018
BDF86D07-2DFC-41E1-95CC-49A65F8B30A8,-,3,-,40,Tatarasi,0,0,2,Decomandat,False,39500,-,-,0,1980
39F19F1F-D970-44FB-A856-49A7828DFB9E,-,0,-,105,Aeroport,0,0,4,-,False,71500,-,-,0,2018
2CEB25A4-E626-47E7-94D8-49A81899EE59,-,1,-,53,Copou,0,0,2,Decomandat,False,60950,-,-,0,2016
B05007A6-181E-4719-BA6E-49B1B91817BC,-,0,-,103,Miroslava,0,0,4,-,False,64000,-,-,0,2017
2FE6385B-89DB-4282-B66D-49C0E6F7A123,-,2,-,58,Tudor Vladimirescu,0,0,3,Semidecomandat,False,47500,-,-,0,1978
82655732-6017-42B9-8542-49CB055D4BFC,-,4,-,74,Canta,0,0,3,Decomandat,False,66900,-,-,0,1983
DCCBCA64-59A1-4D6C-AE45-49D0F832D0D2,-,3,-,50,Podul de Fier,0,0,2,Decomandat,False,62000,-,-,0,2016
608287F2-B27D-4165-92AE-49D5DEB2567E,1,1,-,45,Dacia,1,0,2,Semidecomandat,False,47000,Bun,Bloc de apartamente,4,1977
58C02629-A983-4B93-AA40-49F79B23D7AA,-,7,-,54,Gara,0,0,2,Decomandat,False,62900,-,-,0,1985
DB6AE75A-A464-40A1-88AC-4A05075D547D,-,3,-,65,Pacurari,0,0,3,Decomandat,False,61900,-,-,0,2016
0A408253-916A-4CE4-90A5-4A067E896B7E,-,1,-,57,Moara de Vant,0,0,2,Decomandat,False,55560,-,-,0,2017
6D616D71-35D4-452A-8940-4A0AFA815C9A,-,3,-,31,Cug,0,0,1,Decomandat,False,27900,-,-,0,2018
F7103F74-04CD-4CE1-A85F-4A0CD0996D85,-,6,-,72,Dacia,0,0,3,Decomandat,False,57000,-,-,0,1977
DE80CB41-C616-4F11-8F58-4A13D1C3AB22,-,2,-,35,Nicolina,0,0,1,Decomandat,False,40000,-,-,0,1982
D54585B4-BAC8-4C54-A07E-4A172A490D4B,1,5,Parial,63,Tatarasi,1,0,3,Decomandat,False,82500,Bun,Bloc de apartamente,5,2018
B0272289-D9A2-489D-B3E7-4A19012C3F36,1,2,Parial,51,Tatarasi,1,0,2,Decomandat,False,44000,Bun,Bloc de apartamente,4,1985
DDDA7C17-FB0E-46AC-9391-4A2387E41615,-,2,-,76,Nicolina,0,0,3,Decomandat,False,82500,-,-,0,2017
E9B8D4A0-91B9-428B-8495-4A266FED13C1,-,1,-,17,Bularga,0,0,0,-,False,13500,-,-,0,1978
0600CEED-0708-4E53-8A4F-4A298F4A960E,-,1,-,74,Aleea cu Ciresi,0,0,3,Decomandat,False,56100,-,-,0,2018
1D18C1F2-8EEE-408D-AB27-4A2DBFE38DFC,-,5,-,48,Nicolina,0,0,2,Decomandat,False,53500,-,-,0,2017
295DB5EB-0457-404B-A8E1-4A2FA968641B,-,2,-,45,Copou,0,0,1,Decomandat,False,47250,-,-,0,2017
71FB133E-624E-4448-885A-4A3084B0E01A,-,2,-,48,Copou,0,0,2,Semidecomandat,False,52017,-,-,0,2018
458D4D4E-9DDB-454D-8E36-4A3149E25970,1,2,-,50,Galata,0,0,2,Decomandat,False,56000,Renovat,Bloc de apartamente,0,1980
338BA812-2268-4B69-A432-4A32A35C6069,-,2,-,54,Alexandru cel Bun,0,0,2,Decomandat,False,47900,-,-,0,1977
D24DAFFE-CB55-4F3D-94EF-4A362D947FE0,-,2,-,60,Copou,0,0,3,Decomandat,False,60200,-,-,0,2017
1BA61038-3474-4B06-B04A-4A36C7EE774B,-,1,-,15,Nicolina,0,0,0,-,False,9700,-,-,0,1980
060B8974-59E1-4EFE-BDA2-4A3A1C350A1F,-,2,-,71,Cug,0,0,2,Decomandat,False,51000,-,-,0,2018
4DE1C735-CD00-4C13-ACCC-4A4D24B7BD63,1,5,Complet,44,Nicolina,1,0,1,Decomandat,False,43900,Renovat,Bloc de apartamente,8,1989
8E162A98-C878-4E43-90FC-4A50D023ACF6,-,5,-,42,Tatarasi,0,0,2,Semidecomandat,False,31990,-,-,0,1978
A6308E28-EB08-4A9F-98D9-4A51652174CE,-,4,-,62,Canta,0,0,3,Decomandat,False,52500,-,-,0,1983
46A68DF2-3743-4F7F-9E1D-4A5A9CEC148F,-,1,-,61,Pacurari,0,0,2,Decomandat,False,47000,-,-,0,2017
3D1A3989-0C24-4E0E-9702-4A5CDCDDD0CC,-,0,-,125,Aeroport,0,0,5,-,False,89000,-,-,0,1900
D432142B-E12B-490E-9584-4A7027EBEAFA,-,4,-,72,Nicolina,0,0,3,Decomandat,False,63500,Bun,Bloc de apartamente,4,1981
A7E4A323-27CD-4456-9FF2-4A7144C99828,-,0,-,85,Cug,0,0,3,-,False,65000,-,-,0,2017
F2A06BB2-82E8-4A36-84E5-4A7BEC9D53C3,-,2,-,42,Tatarasi,0,0,2,Semidecomandat,False,31800,-,-,0,1978
FECE8AA3-B0E3-4C13-BC41-4A884ED9126E,-,1,-,90,Tatarasi,0,0,4,Semidecomandat,False,73000,-,-,0,1969
4197CA91-4E1A-4C2D-991E-4AA985DD8BA4,-,5,-,90,Pacurari,0,0,4,Decomandat,False,60500,-,-,0,1985
63197375-5686-44B6-966F-4AAC0F60B8C9,-,4,-,54,Alexandru cel Bun,0,0,2,Semidecomandat,False,52999,Renovat,Bloc de apartamente,4,1982
96C0E066-338F-49AC-B6EE-4AB91886CFE1,-,2,-,48,Cug,0,0,2,Decomandat,False,36150,-,-,0,2018
0B5752F7-1AD9-4F41-96FF-4ABF72DEF003,-,1,-,54,Bicaz,0,0,3,Semidecomandat,False,51900,-,-,0,1978
A3B25C78-8903-4164-9A93-4AC62CEBB760,-,0,-,120,Valea Adanca,0,0,3,-,False,69000,-,-,0,2015
7CEA50CA-ACA5-4067-895C-4AC95C3965F1,-,2,-,43,Galata,0,0,2,Decomandat,False,48100,-,-,0,2017
5CA371AA-AFA2-4D31-ACF7-4ACA40C977D4,-,0,-,100,Popas Pacurari,0,0,4,-,False,67500,Nou,-,0,2017
66442D62-5172-406D-8BB1-4AEDAB0DEA7F,-,1,-,56,Alexandru cel Bun,0,0,2,Circular,False,53900,-,-,0,1976
FE6C1AB0-B87A-4C7C-88C8-4AF05FA97DF4,-,8,-,90,Nicolina,0,0,4,Decomandat,False,65000,-,-,0,1990
45566C57-1D8B-4FFC-B0A8-4AF45FBEFBCB,-,1,-,39,Bucium,0,0,1,Decomandat,False,36990,-,-,0,2017
F00F629B-0E99-4E9C-A07F-4AF8C6E17DBE,1,2,-,71,Popas Pacurari,0,0,3,Decomandat,False,54000,Nou,Bloc de apartamente,0,2018
58BF7824-BFFE-4B4D-811A-4AFC17F79472,1,2,Nemobilat,52,Valea Adanca,1,1,3,Semidecomandat,True,46500,n construcie,Bloc de apartamente,4,2018
44B7E6E8-40FA-487E-A234-4AFFBC584A46,-,2,-,56,Pacurari,0,0,2,Decomandat,False,53900,-,-,0,1985
3725AE8D-0425-4726-869E-4B0A34191362,-,6,Complet,83,Alexandru cel Bun,0,0,3,Semidecomandat,False,77000,Renovat,Bloc de apartamente,8,1989
1337CA71-7409-4171-BF09-4B10DDF69DB7,-,2,Parial,54,Nicolina,0,0,2,Decomandat,False,48000,Nou,Bloc de apartamente,11,2017
6DB74062-0EF9-43D3-953D-4B14710EFB19,-,4,-,44,Cug,0,0,2,Semidecomandat,False,54000,-,-,0,2018
DFDC7B46-381F-4594-AAF0-4B343D6150FE,-,1,-,56,Gara,0,0,2,Decomandat,False,67000,-,-,0,1986
A5C89DD0-3E31-4443-AF31-4B47C34508BE,-,0,-,90,Miroslava,0,0,4,-,False,66500,-,-,0,2017
B3E1FC06-EB52-4CF6-BB60-4B4D6D6B8E67,-,2,-,72,Pacurari,0,0,3,Decomandat,False,50000,-,-,0,2016
16738F74-0418-4519-8855-4B588315B70F,-,0,-,50,Podu Ros,0,0,0,-,False,42000,-,-,0,0
5D07F4E2-DEF0-42F9-9EFA-4B6337A7720F,-,1,-,30,Pacurari,0,0,1,Decomandat,False,27500,-,-,0,1978
B08C5065-70A7-457A-8659-4B6D288D30BE,-,2,-,37,Cug,0,0,1,Decomandat,False,26500,-,-,0,2018
0B507ADD-2B2D-48B7-A0DD-4B8FCD47873A,-,1,-,42,Cug,0,0,2,Decomandat,False,34500,-,-,0,2016
E0C92CB1-EAFC-4E5B-B5C7-4B9339666713,-,0,-,86,Cug,0,0,3,-,False,56000,-,-,0,2018
431A2B83-F679-4944-A689-4B9FFDF41D3E,-,2,-,52,Cug,0,0,2,Decomandat,False,45950,-,-,0,2018
A9D06D23-4A50-4716-A2D7-4BA2F5697D6C,-,2,-,44,Pacurari,0,0,2,Decomandat,False,51218,-,-,0,2017
B025AD99-9B33-4FCA-AA21-4BA521A5CACF,-,4,-,48,Nicolina,0,0,2,Decomandat,False,55000,-,-,0,2017
9419D656-CA61-4ED7-BAFD-4BB854059EC1,-,0,-,0,Visani,0,0,0,-,False,48675,-,-,0,0
5F78BC96-7137-4E96-8666-4BBD4DE13C39,-,2,-,59,Copou,0,0,2,Decomandat,False,88110,-,-,0,2017
0C3781D1-3015-449E-AE5A-4BBE50062973,-,4,-,34,Tatarasi,0,0,2,Semidecomandat,False,27500,-,-,0,1978
764AF3BB-5C3A-4222-8BE3-4BC069BA869D,-,0,-,71,Gara,0,0,0,-,False,135000,-,-,0,0
D47ABB7C-A40E-4B70-97E7-4BC89F81A5D6,1,3,-,36,Alexandru cel Bun,0,0,2,Decomandat,False,43000,Bun,Bloc de apartamente,0,1978
E4B73C6A-4937-4F68-892F-4BCAB805E578,-,3,-,63,Nicolina,0,0,2,Decomandat,False,60000,-,-,0,2014
103B2015-8CEE-4C71-8BFF-4BCF60A73D70,-,0,Nemobilat,150,Copou,2,3,4,-,True,92000,Nou,-,2,2017
7676327B-C4AF-4C23-B71F-4BD97EDF5311,-,4,Complet,58,Podul de Fier,0,0,2,Decomandat,False,62000,Bun,Bloc de apartamente,4,1982
8443C326-5816-4C89-BF35-4BD994F5CB56,Lux,2,-,70,Cug,0,0,3,Decomandat,False,52000,Nou,Bloc de apartamente,0,2018
2F921640-9710-4A4E-9E73-4BDBD1991F92,-,4,Parial,52,Tatarasi,0,0,2,Circular,False,44000,Rezonabil,Bloc de apartamente,4,1978
57E734B0-C6F5-46ED-B8F7-4BE89024431E,-,0,-,3400,Est,0,0,0,-,False,470343,-,-,0,0
5F17478B-6624-4F0E-AEE2-4BEC582764DE,-,3,-,29,Cug,0,0,1,Decomandat,False,25000,-,-,0,2018
E386D65D-86F7-4553-A37C-4BFB045A2D88,-,0,-,160,Cug,0,0,4,-,False,65000,Nou,-,0,2018
F79799EC-4A6E-4C9D-AAF9-4C01291D2069,-,0,-,0,Bucium,0,0,0,-,False,12000,-,-,0,0
E669997D-78BE-4555-B054-4C0CE9DB472B,-,4,-,62,Cug,0,0,2,Decomandat,False,47000,-,-,0,2018
86D1A515-5BC8-43C2-B395-4C0DA5299762,-,1,-,44,Copou,0,0,2,Decomandat,False,50600,-,-,0,2016
2516DB65-317E-4AF2-8FCF-4C10B1EBE748,-,3,-,35,Cug,0,0,1,Decomandat,False,29670,-,-,0,2018
1812CC61-B9CE-46DD-AE39-4C1C17CBED4B,-,3,-,54,Bucsinescu,0,0,2,Semidecomandat,False,42500,-,-,0,1965
14BAB975-C635-434D-BB8D-4C28963C40E4,1,4,Parial,48,Tudor Vladimirescu,1,0,2,Semidecomandat,False,46500,Bun,Bloc de apartamente,4,1964
B683400B-1D2C-4E59-96A0-4C2D7F7FA2F5,-,2,-,52,Cug,0,0,2,Decomandat,False,46800,-,-,0,2018
FCE7D8DD-8640-497D-8BCC-4C348216C021,lux,2,Nemobilat,51,Popas Pacurari,1,1,2,Decomandat,True,43350,Bun,Bloc de apartamente,3,2017
5365F51D-8B18-4C4F-8295-4C435E6FC33B,-,2,-,67,Tatarasi,0,0,3,Semidecomandat,False,72000,-,-,0,1970
943343B4-3F74-4EF1-A05F-4C4DF05DE596,-,10,-,40,Alexandru cel Bun,0,0,2,Decomandat,False,40000,-,-,0,1976
8E4F8B1D-D0E2-4102-87BF-4C585360A9EC,-,1,-,65,Pacurari,0,0,2,Decomandat,False,44900,-,-,0,2016
C6A54DCB-AF2A-46D4-8392-4C5909A15C89,-,0,-,160,Nord,0,0,5,-,False,85000,-,-,0,2000
91E674A6-22BA-4F45-AC75-4C62542AE661,1,4,Parial,48,Tudor Vladimirescu,1,0,2,Semidecomandat,False,46500,Bun,Bloc de apartamente,4,1964
3BA9E254-BB63-48E9-A2D4-4C7B81CFDDC7,1,3,Nemobilat,45,Lunca Cetatuii,1,1,2,Decomandat,True,35000,Nou,Bloc de apartamente,3,2017
95A29B48-4563-4268-9FE6-4C84B409E29C,-,2,-,17,Nicolina,0,0,0,-,False,11500,-,-,0,1980
86322D77-AEB3-48B5-B293-4C9AE19DA28B,-,3,-,46,Tatarasi,0,0,2,Decomandat,False,55000,-,-,0,2017
