Id,Comfort,Floor,FurnishedAndFit,LivingSurface,Neighborhood,NumberOfBathrooms,NumberOfParkingSpaces,NumberOfRooms,Partitioning,PossibilityOfParking,Price,PropertyStatus,PropertyType,TotalNumberOfFloors,YearBuilt
8AC48F9D-9FC2-4C78-ADA7-785114798FE2,1,1,-,65,Pacurari,0,0,3,Decomandat,False,73000,Renovat,Bloc de apartamente,0,1985
978A4B12-B1D6-4169-BE77-786BF6968705,-,0,-,110,Miroslava,0,0,4,-,False,68000,-,-,0,2017
7CE06442-6B19-4603-9851-786C6D06CE60,-,1,-,70,Aleea Tudor Neculai,0,0,3,Semidecomandat,False,54000,Nou,Bloc de apartamente,3,2018
1A278D31-2260-47E2-AB9D-78713562A8EB,-,9,Complet,47,Podu Ros,0,0,2,Semidecomandat,False,56900,Renovat,Bloc de apartamente,10,1971
686CEB0C-78AB-4249-B8A1-7878E94D8023,-,8,-,90,Nicolina,0,0,4,Decomandat,False,65000,-,-,0,1990
2D13AD85-C9C5-49E8-99D3-787CAD768D04,-,2,-,79,Bucium,0,0,3,Decomandat,False,64000,-,-,0,2011
A913A281-600D-4002-8AA1-787D3C8AF3B7,1,3,-,40,Granit,0,0,1,Decomandat,False,35000,Nou,Bloc de apartamente,0,2016
23F0227C-5941-42F5-9A2D-789B94F235D7,-,1,Parial,64,Cug,0,0,3,Decomandat,False,56800,Nou,Bloc de apartamente,6,2017
692CC9A3-9005-40C7-89BA-789FADF2150E,-,8,-,52,Nicolina,0,0,2,Decomandat,False,40500,-,-,0,1984
50E26CAF-F1C8-447F-8E45-78C0E7A5CD11,-,3,-,65,Tatarasi,0,0,3,Decomandat,False,75000,-,-,0,2000
7D62D169-4143-44B6-9692-78C4597F1EDA,-,1,-,50,Copou,0,0,2,Semidecomandat,False,50100,-,-,0,2018
986C2762-6B6D-44E6-AB33-78C642C2D6AE,Lux,1,-,70,Copou,0,0,2,Decomandat,False,109000,Renovat,Bloc de apartamente,0,2011
9B388387-1914-40F2-ADE9-78CA5F35FC9A,-,2,-,49,Pacurari,0,0,2,Semidecomandat,False,47800,-,-,0,2017
203B8564-FB03-4CC5-B7BA-78D65142B030,-,3,-,50,Alexandru cel Bun,0,0,3,Semidecomandat,False,51000,Bun,Bloc de apartamente,4,1972
CA325BAD-7174-4342-A8B2-78E4D34CA065,-,2,-,62,Pacurari,0,0,2,Semidecomandat,False,39500,-,-,0,2017
261FC8D1-1FB0-42E0-90DF-78E5D1D19AD4,-,2,-,64,Podu Ros,0,0,3,Semidecomandat,False,42500,-,-,0,1978
9AFC1132-BDDB-4614-BB7F-78EEA6CB20BD,1,4,Parial,67,Nicolina,2,0,3,Decomandat,False,68000,Bun,Bloc de apartamente,4,1982
59D347E7-980B-462F-AEE6-78FE51715F13,-,0,-,125,Popas Pacurari,0,0,5,-,False,93000,Nou,-,0,2017
650F1689-3168-4D34-BA0B-790CE246446D,-,0,-,120,Pacurari,0,0,4,-,False,85000,-,-,0,2017
615E7B60-E8C1-44FC-8C66-7910FFC4CE65,-,2,-,70,Tatarasi,0,0,3,Decomandat,False,85000,-,-,0,2017
AD949C8A-9FB2-4634-97E4-79219D40FFD7,-,1,Nemobilat,28,Pacurari,0,0,0,-,False,23990,Nou,Bloc de apartamente,3,2018
95998186-E5EC-4802-88BC-792AAA49AD14,-,1,-,45,Smardan,0,0,2,Decomandat,False,69858,-,-,0,2018
F49F8933-11A7-47F2-BBD8-7942E23E2908,1,8,-,90,Centru Civic,0,0,4,Decomandat,False,93000,Renovat,Bloc de apartamente,0,1984
9A3113E2-62FF-43F1-8298-7946AEEF8859,-,2,-,50,Alexandru cel Bun,0,0,3,Nedecomandat,False,54900,-,-,0,1975
ED1FE865-4BE3-40E8-8FE4-79488BC34B30,1,4,Parial,75,Gara,2,0,3,Decomandat,True,76000,Bun,Bloc de apartamente,8,1986
0E86806A-87E1-4694-8394-794F3E659691,-,4,-,18,Sud-Est,0,0,0,-,False,16000,-,-,0,1980
70C36CD2-C086-4765-80DC-794F6F45D6ED,-,0,-,0,Tomesti,0,0,0,-,False,4,-,-,0,0
C5277739-EE87-436D-A55B-795132F68ACF,-,3,-,50,Pacurari,0,0,2,Decomandat,False,43000,-,-,0,2017
BE97C2C9-BF3F-4F17-BF30-795671536E27,-,6,-,62,Pacurari,0,0,2,Decomandat,False,47200,-,-,0,2017
C6A9B828-F90E-447F-BE91-795801D81C26,-,1,-,76,Cug,0,0,3,Decomandat,False,57000,-,-,0,2018
530B4EE0-8424-4461-A2BE-7963C95A84A0,-,3,-,62,Podu Ros,0,0,3,Semidecomandat,False,43500,-,-,0,1978
13049AFA-B193-4DD0-82B8-796661CF7424,-,1,-,56,Cug,0,0,3,Semidecomandat,False,44900,-,-,0,2017
DEA662D4-4602-435C-9BC5-7979990C1389,-,2,-,54,Copou,0,0,2,Semidecomandat,False,80525,-,-,0,2017
49EBE7C6-D156-43A6-A89D-79AA5A0F200E,Lux,1,-,39,Miroslava,0,0,1,Decomandat,False,31200,Nou,Bloc de apartamente,0,2018
79F47F16-587E-4C01-BBE3-79B0FB80DD28,-,0,Neutilat,105,Valea Adanca,2,0,3,-,True,59500,Nou,-,1,2017
76E12986-CF2E-4895-8038-79B48DE3E32D,-,0,-,150,Bucium,0,0,4,-,False,132000,-,-,0,2005
F2221238-9AD3-4BE3-9867-79B8324242FC,-,1,-,70,Pacurari,0,0,3,Decomandat,False,49000,-,-,0,2017
10598A22-25B5-4121-8C6B-79BCF70EC3DA,-,1,-,53,Bucium,0,0,2,Decomandat,False,51000,-,-,0,2018
815CA0AB-F0FE-4FB4-95F5-79BD7225ED65,-,0,-,0,Frumoasa,0,0,0,-,False,25000,-,-,0,0
46521DA3-F130-4FAD-B9DA-79C972ABEC0D,-,0,-,105,Cug,0,0,4,-,False,75000,-,-,0,2017
FDB63559-2D2A-40BE-84D6-79C9A1EB4DF8,-,2,-,50,Pacurari,0,0,3,Decomandat,False,58406,-,-,0,2017
FB8BAAC4-8804-4122-B39B-79CEB26F1360,-,4,-,48,Tudor Vladimirescu,0,0,2,Decomandat,False,33900,-,-,0,1980
49E0F2DD-E2A4-45E7-8FED-79ED3661969C,1,8,-,70,Centru Civic,0,0,3,Decomandat,False,83000,Bun,Bloc de apartamente,0,1978
A4D6EE50-56BA-4D09-AE5A-7A061139F211,1,2,Nemobilat,50,Nicolina,1,0,2,Decomandat,True,46900,De renovat,Bloc de apartamente,4,1981
38AAAF17-18CB-4206-BD84-7A113ABFD8C6,-,4,-,33,Podu Ros,0,0,2,Semidecomandat,False,26500,-,-,0,1978
B27EDB80-8DED-409E-8A26-7A1C2BA1DE8E,-,4,-,72,Nicolina,0,0,3,Decomandat,False,62000,-,-,0,1984
1DAB7489-73F5-4FD1-BCD4-7A355DFA7EA0,1,1,-,40,Alexandru cel Bun,0,0,2,Semidecomandat,False,39000,Renovat,Bloc de apartamente,0,1977
77857F91-451D-4EE8-B2D7-7A418EDCBEF3,-,1,-,32,Moara de Vant,0,0,1,Decomandat,False,28000,-,-,0,2017
7A376FAB-5F55-4E29-9345-7A5388DEC9C4,-,1,-,42,Aleea Tudor Neculai,0,0,2,Semidecomandat,False,42000,Nou,Bloc de apartamente,3,2017
F70FE646-E6A1-40E6-B6B7-7A55AB6E0952,1,8,Complet,54,Copou,1,1020,2,Decomandat,True,74000,Renovat,Bloc de apartamente,9,1967
94E2609F-AFE8-4E3C-9B61-7A5B5CCE1891,-,1,-,42,Podul de Piatra,0,0,2,Decomandat,False,37000,-,-,0,1974
D01DD02A-EAD3-436D-9C01-7A5DCC1A2ED2,1,2,-,51,Mircea cel Batran,0,0,2,Decomandat,False,58700,Renovat,Bloc de apartamente,0,1976
2CF3FFDE-33AE-45FC-80D9-7A60C05B710E,-,3,-,54,Alexandru cel Bun,0,0,3,Semidecomandat,False,47900,-,-,0,1976
03978DC0-4F4D-425A-AD79-7A62025F7B68,-,0,-,314,Galata,0,0,5,-,False,150000,-,-,0,2010
DC5DB639-E66A-434F-88B7-7A7E9E08BB2D,-,4,-,34,Tatarasi,0,0,2,Semidecomandat,False,30500,-,-,0,1978
08C7F86A-B95A-46CF-892D-7A893AFA1CA7,1,1,Parial,48,Copou,1,1,2,Semidecomandat,True,48500,n construcie,Bloc de apartamente,5,2019
B08C33D2-5E1D-4E2D-8E8C-7A8D1B02BDF1,-,1,-,49,Pacurari,0,0,2,Decomandat,False,37000,-,-,0,2017
99713274-BEEB-436C-A15A-7AA6BFF19FAE,-,0,Nemobilat,80,Cug,1,2,3,-,True,62000,Nou,-,1,2017
264641C1-74A3-44E0-948E-7AC078726F90,-,6,-,61,Tudor Vladimirescu,0,0,2,Decomandat,False,61996,-,-,0,2017
CAB3B949-3C89-44F8-AF6E-7ACBE5F544D4,1,9,-,72,Alexandru cel Bun,0,0,3,Decomandat,False,65000,Renovat,Bloc de apartamente,0,1976
2A132B19-D020-4B14-B9CE-7AE98AC456C5,-,4,-,55,Podu Ros,0,0,2,Decomandat,False,39500,-,-,0,1980
299DCA79-552D-422C-AC3A-7AE9974D6F45,-,0,-,88,Valea Adanca,0,0,4,-,False,68000,-,-,0,2017
35647236-8BD1-4356-8277-7AFCD5F029E1,-,2,-,54,Alexandru cel Bun,0,0,2,Decomandat,False,47900,-,-,0,1977
38853D39-2CA3-42C6-AF3C-7B180C369F5B,-,3,-,27,Frumoasa,0,0,2,Decomandat,False,33500,-,-,0,1983
68E2EF41-4207-43AF-988B-7B24E58873B9,-,9,-,72,Gara,0,0,3,Decomandat,False,67500,-,-,0,1978
D033DA84-8FB6-4532-AC54-7B2CD52DCA7E,-,1,-,52,Podu Ros,0,0,3,Decomandat,False,54900,-,-,0,1970
F44DA875-2696-4578-8C2C-7B3D419F199B,1,1,-,39,Bucium,0,0,2,Semidecomandat,False,42390,Nou,Bloc de apartamente,0,2018
B4D33557-E358-4240-8C70-7B571AA528A6,-,4,-,52,Podu Ros,0,0,2,Semidecomandat,False,39900,-,-,0,1975
296B72CF-63EC-4605-B1DC-7B67F9A4ABD6,-,1,-,18,Nicolina,0,0,0,-,False,16000,-,-,0,1980
2960B182-2D3B-4077-8995-7B73A6A00B5E,-,0,-,106,Pacurari,0,0,4,-,False,63000,-,-,0,2016
FA89D539-7379-4A1E-A51A-7B915C2C00B7,-,1,-,52,Moara de Vant,0,0,2,Semidecomandat,False,69500,-,-,0,2017
A1C44D68-195D-47DA-9AB1-7B9384A81365,-,1,-,58,Bucium,0,0,2,Decomandat,False,59200,-,-,5,2017
DBFB01FB-C466-4802-B147-7BA0CE8E17D7,-,3,-,47,Podu Ros,0,0,2,Semidecomandat,False,44900,Bun,Bloc de apartamente,3,1964
11E1F9F9-DF11-4AFF-8C75-7BC0EA7F03F6,-,9,-,100,Pacurari,0,0,4,Decomandat,False,73900,-,-,0,1985
0FFD0458-4281-469C-B349-7BC1857A1F48,-,1,-,48,Dacia,0,0,2,Decomandat,False,51900,-,-,0,1980
EE768581-1863-45D9-BD1B-7BCFFC026F5A,-,1,-,52,Mircea cel Batran,0,0,3,Semidecomandat,False,55000,-,-,0,1976
7D8BEF48-A7E2-48F7-93DA-7BE5CFE3577F,1,3,Nemobilat,45,Podu Ros,1,0,2,Semidecomandat,False,47900,Bun,Bloc de apartamente,4,1964
93A55DF3-0C3A-41E9-8A02-7BE936A6C957,1,4,Nemobilat,66,Nicolina,1,0,3,Semidecomandat,False,55000,Bun,Bloc de apartamente,5,1987
1DC52823-103B-4206-89A7-7BFE0BD4DBA0,-,1,-,49,Cug,0,0,2,Decomandat,False,42950,-,-,0,2018
27724A2E-725C-4BE1-8A38-7C33A2E9A508,-,0,Nemobilat,106,Lunca Cetatuii,2,2,4,-,True,65000,Nou,-,2,2017
63BD3048-74AC-43E0-A20E-7C4328080251,-,4,-,48,Bicaz,0,0,2,Decomandat,False,44900,-,-,0,1980
D9A44BB3-8CA3-4615-8E51-7C45CDC3B4F6,-,3,-,32,Nicolina,0,0,1,Decomandat,False,32000,-,-,0,1984
A0C3560A-DCE6-482B-8860-7C5F34683DCF,-,0,-,0,Bd.Independentei,0,0,0,-,False,21000,-,-,0,0
970E6D5D-54D3-4DAC-A1BB-7C61E7CB70C1,-,4,-,40,Tatarasi,0,0,2,Semidecomandat,False,29900,-,-,0,1978
8DD7C59E-16CF-4AC8-83EC-7C63794ACD08,-,1,-,54,Galata,0,0,2,Decomandat,False,49000,-,-,0,2018
E39170AC-2E04-41C5-A207-7C6B3208D98A,-,4,-,82,Nicolina,0,0,3,Decomandat,False,74000,Bun,Bloc de apartamente,4,1985
EC2AEF25-3317-49F0-BE52-7C6F3874E321,-,0,-,0,Valea Adanca,0,0,0,-,False,33000,-,-,0,0
3C213043-27F5-41C2-81B6-7C8150C1D313,-,2,-,18,Nicolina,0,0,0,-,False,15700,-,-,0,1977
FECDC41D-43DC-489E-AEA4-7C9EA1FC024C,1,3,Parial,78,Pacurari,1,0,3,Decomandat,True,75000,Bun,Bloc de apartamente,4,1980
2A7A69C8-7045-4E97-A0D1-7CB1411AFD19,1,4,-,68,Mircea cel Batran,0,0,3,Decomandat,False,65000,Bun,Bloc de apartamente,0,1978
92AA3E67-9C0D-4E3B-A04D-7CBAC753753B,-,5,Parial,44,Nicolina,0,0,1,Decomandat,False,44000,Bun,Bloc de apartamente,8,1986
C91B7F96-E660-4B90-9C62-7CC2FD0D4B82,-,0,-,120,Aeroport,0,0,4,-,False,65000,-,-,0,2010
44B1F42F-6D80-4BA7-8226-7CD0AE208DB2,-,2,-,56,Pacurari,0,0,2,Decomandat,False,44900,-,-,0,2012
F47987E4-00E2-44EF-8632-7CD2FC912542,-,2,Parial,12,Alexandru cel Bun,0,0,0,-,False,12000,Bun,Bloc de apartamente,2,1973
44C3BF90-3F69-4E5C-ABC5-7CD703A847F9,1,1,Nemobilat,68,Copou,1,20,3,Decomandat,True,65000,Nou,Bloc de apartamente,6,2017
309AFFC3-721E-43E4-B956-7CF9FC1BF23C,-,1,-,53,Cug,0,0,2,Decomandat,False,39750,-,-,0,2018
CF812E16-94BC-4ED7-BE08-7D056E57AA80,1,8,Complet,83,Cug,2,0,3,Decomandat,True,87500,Renovat,Bloc de apartamente,8,1988
9E87C84A-9019-461A-9F4A-7D0A8095DC5C,-,2,Complet,42,Pacurari,0,0,2,Semidecomandat,False,58000,Renovat,Bloc de apartamente,4,1977
4AF00CF9-ED8F-4D6B-800B-7D17B6D28A86,-,3,-,55,Podu Ros,0,0,2,Decomandat,False,39900,-,-,0,1989
5B4F2E3E-76E0-47E2-AE84-7D2A834594E1,-,3,-,55,Podu Ros,0,0,2,Decomandat,False,39900,-,-,0,1989
3ABE5F39-5145-4006-B584-7D2F987AC48D,1,4,-,74,Cug,0,0,3,Decomandat,False,78990,Bun,Bloc de apartamente,0,1985
C8AC4194-D630-4E63-A010-7D38EB9C0C78,-,2,-,31,Podu Ros,0,0,2,Semidecomandat,False,34900,De renovat,Bloc de apartamente,4,1970
FE17F85F-67DE-4EE6-8334-7D49B9CB65CD,-,2,Nemobilat,40,Podu Ros,0,0,2,Decomandat,False,46000,Bun,Bloc de apartamente,4,1970
2AD3A642-4C89-4DEF-98F2-7D5B1FC118D9,-,1,-,46,Pacurari,0,0,1,Decomandat,False,34500,-,-,0,2016
A09AD910-385D-4EB2-B2FE-7D608ECE650C,-,2,-,100,Pacurari,0,0,4,Decomandat,False,88000,-,-,0,1988
193E71CA-3832-4789-8071-7D79AAF6EB62,-,0,Complet,65,Nord-Vest,0,0,2,-,False,18000,Bun,-,0,1970
00AC9E28-AA6E-416C-B2E9-7D812D7C8FDA,-,0,-,0,Moara de Vant,0,0,0,-,False,65,-,-,0,0
7905D253-60F2-4623-ADBC-7D979C9DC6CF,-,4,Parial,147,Copou,0,0,3,Decomandat,False,155000,Nou,Bloc de apartamente,5,2010
C53A33CF-7AA3-4E45-B383-7DA1146449AD,-,5,-,66,Pacurari,0,0,2,Decomandat,False,49900,-,-,0,2016
254478F1-1B84-442A-BD49-7DC03DC89ED7,-,9,-,70,Nicolina,0,0,3,Decomandat,False,56500,-,-,0,1974
DC90EF09-E281-4428-945D-7DC05BE1DB79,1,2,Parial,51,Tatarasi,1,0,2,Decomandat,False,44000,Bun,Bloc de apartamente,4,1985
FD3AB141-3909-45A3-996D-7DC62835009F,-,2,-,65,Pacurari,0,0,3,Decomandat,False,52000,-,-,0,2016
8B8FF3DE-5DE0-4F87-8F77-7DD3825F1386,-,2,-,48,Bucium,0,0,2,Decomandat,False,46500,-,-,0,2017
79345A56-E381-4D1A-9AD2-7DDDCCC64FD0,Lux,1,-,52,Miroslava,0,0,2,Decomandat,False,42000,Nou,Bloc de apartamente,0,2017
346B7B09-83F9-4C18-8003-7DE7B48AAAA1,Lux,7,Complet,78,Nicolina,2,0,3,Decomandat,True,79000,Renovat,Bloc de apartamente,8,1990
1BC23CEB-5AF7-42E6-BBCD-7E08D2A9E926,-,1,Nemobilat,65,Cug,0,0,3,Decomandat,False,52000,Nou,Bloc de apartamente,3,2017
3E8BFD68-CE31-427A-9DCA-7E0915492748,-,2,-,50,Tatarasi,0,0,2,Semidecomandat,False,64900,-,-,0,2016
EDEA6711-4DE5-4692-AE3A-7E0B89CEC2C8,-,1,-,53,Cug,0,0,2,Decomandat,False,39750,-,-,0,2018
63D5EC29-9A3B-4336-84B3-7E29CE13D848,-,0,Nemobilat,100,Miroslava,2,2,4,-,True,65000,Nou,-,0,2018
0B33AC8F-44B8-440D-87F7-7E54D413D90F,-,4,-,35,Tatarasi,0,0,2,Semidecomandat,False,30000,-,-,0,1978
3E90AA3A-F3F2-485A-BCFD-7E608082F160,-,6,-,42,Pacurari,0,0,1,Decomandat,False,43900,-,-,0,1990
9F36CA49-EE8B-477D-8EC6-7E6C5E348BC8,1,1,Nemobilat,39,Podu Ros,1,0,2,Nedecomandat,False,52000,Bun,Bloc de apartamente,4,2015
FA20763D-EE27-4CCB-AAFE-7E7D874C59EB,-,1,-,31,Galata,0,0,1,Decomandat,False,34000,-,-,0,2016
82813D88-C87E-442F-B09C-7E86FD93954C,-,1,-,34,Cug,0,0,1,Decomandat,False,32500,-,-,0,2017
407412BD-FFC7-43AE-BFE1-7E88159BB84E,1,2,-,64,Podul de Fier,0,0,3,Decomandat,False,85000,Bun,Bloc de apartamente,0,1983
B601B30B-3D55-4E85-98B3-7E948CD5D313,-,1,-,57,Nicolina,0,0,2,Decomandat,False,55000,-,-,0,1986
4F5796F0-55B6-434C-B0B7-7E99C12653D3,-,4,-,36,Bucium,0,0,1,Decomandat,False,35000,-,-,0,2017
DDF8CC04-58F8-46EA-9328-7EBD19235FDD,-,1,-,60,Cug,0,0,2,Decomandat,False,50500,-,-,0,2017
BFB00DD8-FA11-454A-801C-7EBD4F679833,-,8,-,42,Tatarasi,0,0,2,Semidecomandat,False,35000,-,-,0,1978
AE546D27-6EAE-4E93-AFB8-7ED7A83FA353,-,1,-,60,Nicolina,0,0,2,Decomandat,False,60000,-,-,0,1984
C0B33442-BE49-44D9-9BAB-7ED88EF28A73,-,0,-,90,Miroslava,0,0,3,-,False,65000,-,-,0,2017
A91B42FB-8C32-43D5-8017-7EE391BE68A6,-,1,-,29,Cug,0,0,1,Decomandat,False,25000,-,-,0,2017
236CB002-0DDF-4CDD-BD93-7EE584B981CB,-,1,-,18,Nicolina,0,0,0,-,False,15400,-,-,0,1980
41101DCE-60E2-4F5C-B166-7EECA48F7BC2,-,1,-,77,Centru Civic,0,0,3,Decomandat,False,99900,Nou,Bloc de apartamente,10,2020
767882EA-F158-4A80-892B-7EFFF7A54AD0,-,3,-,57,Cug,0,0,2,Decomandat,False,45000,-,-,0,2016
6DCE5819-BECB-4818-B3E1-7F021659044A,-,2,-,50,Podu Ros,0,0,2,Semidecomandat,False,42000,-,-,0,1989
77C50469-F07A-4C04-96EB-7F17F2626B40,1,3,-,41,Alexandru cel Bun,0,0,2,Semidecomandat,False,37500,Bun,Bloc de apartamente,0,1977
236AB104-BAC7-47E5-A961-7F275C03332E,-,0,Complet,84,Cug,2,1,3,-,True,69900,Bun,-,0,2015
52D94AEC-A2B2-4BC5-8FF3-7F2FFA833892,-,8,Complet,74,Nicolina,0,0,3,Decomandat,False,61500,Bun,Bloc de apartamente,8,1986
E2EBECF7-DA39-42E2-9BA8-7F35472DE25D,3,4,Complet,17,Podu Ros,0,0,0,-,False,18500,Renovat,Alte tipuri,5,1980
34F4AB5F-AE29-47B5-BF8C-7F39E2B39030,-,5,-,54,Alexandru cel Bun,0,0,2,Decomandat,False,55500,-,-,0,1978
9A979064-29BC-43FE-B229-7F446C097902,-,1,-,18,Baza 3,0,0,0,-,False,10400,-,-,0,1980
B3BA7C06-CE66-4E7C-B670-7F54C8BCD2BA,-,6,-,52,Canta,0,0,2,Decomandat,False,70500,-,-,0,2014
7DBAE2C0-5B30-4A80-8AB3-7F5D7E8F9BBE,-,0,-,0,Miroslava,0,0,0,-,False,17,-,-,0,0
C18D68F7-B492-43B5-BA5B-7F5EA29B7670,-,4,-,34,Podu Ros,0,0,1,Decomandat,False,27000,-,-,0,1980
42200B1D-334F-46CC-9291-7F67AA9AEA54,-,2,-,70,Oancea,0,0,3,Decomandat,False,85000,Nou,Bloc de apartamente,5,2016
50CE6C95-9DD3-4648-9B16-7F6F98DFBF7D,1,2,-,38,Mircea cel Batran,0,0,2,Nedecomandat,False,45000,Bun,Bloc de apartamente,0,1978
5C71A4DB-E7AC-45D9-B428-7F7C7AA08F6F,-,2,-,54,Pacurari,0,0,3,Decomandat,False,42900,-,-,0,2016
C204FCA4-346C-4631-88F8-7FA31EFD56A8,-,1,-,48,Nicolina,0,0,2,Decomandat,False,55000,-,-,0,1985
94E01442-6EC1-47CA-81AA-7FAF116CD2B2,-,2,-,36,Alexandru cel Bun,0,0,2,Nedecomandat,False,32500,-,-,0,1976
2B0E864D-65AA-462A-B277-7FB81D24964E,-,1,-,29,Cug,0,0,1,Decomandat,False,25000,-,-,0,2017
C90D16BA-F686-48B4-A490-7FEF3565E3A3,-,5,-,60,Frumoasa,0,0,2,Decomandat,False,53000,-,-,0,1985
FF562D06-5B09-4B25-A061-7FF6DD182F0F,-,1,-,57,Nicolina,0,0,2,Decomandat,False,43000,Nou,Bloc de apartamente,4,2015
E15394D1-F6AF-4848-A979-7FFC42D29732,-,1,Parial,56,Copou,0,0,2,Semidecomandat,False,55050,n construcie,Bloc de apartamente,4,2018
E42F360D-0FD8-4781-8868-8009FFD9C30E,-,1,-,50,Copou,0,0,2,Decomandat,False,50100,-,-,0,2017
FE3D31BA-1A96-41E5-A826-800F7A9EBA8D,-,1,-,54,Alexandru cel Bun,0,0,3,Decomandat,False,49000,-,-,0,1977
06C96B12-22E4-46B6-86E9-801EF4516753,-,0,-,106,Valea Adanca,0,0,3,-,False,61000,-,-,0,2013
9EDC0C9B-CBFD-444A-8206-8030D54FF9B5,-,4,-,76,Pacurari,0,0,3,Decomandat,False,48900,-,-,0,2016
B48737B9-0137-457B-8F88-803A4A31C31A,1,4,Parial,48,Tatarasi,1,0,2,Decomandat,False,57000,Bun,Bloc de apartamente,4,1976
681C6E61-C072-4DD9-93E6-803A889A68ED,-,2,-,35,Tatarasi,0,0,2,Semidecomandat,False,29000,-,-,0,1978
61E45E7C-957B-4D28-BD64-805D24D2FB09,-,1,Parial,51,Nicolina,0,0,2,Decomandat,False,45400,Nou,Bloc de apartamente,11,2017
A2FF9B52-3DE7-4F51-B31A-806C3BD22937,-,1,-,46,Pacurari,0,0,2,Decomandat,False,39500,-,-,0,2000
E3EB0985-13DC-4CE2-8DD0-807D73482125,-,2,-,55,Mircea cel Batran,0,0,2,Decomandat,False,55900,Renovat,Bloc de apartamente,4,1979
7D7DC960-C03F-40D8-9BD2-808072D4C8D2,-,0,-,110,Valea Adanca,0,0,4,-,False,99900,Nou,-,0,2017
8F6718AF-81C3-410B-9FA4-8080C909648F,-,1,-,48,Alexandru cel Bun,0,0,2,Decomandat,False,53900,-,-,0,1980
2A86576B-D907-4DB5-BDA1-809240AED8E9,-,3,-,58,Centru Civic,0,0,2,Decomandat,False,87000,-,-,0,2018
2C6EE4BA-4AD8-42D5-950A-80B050DBF59D,-,1,-,39,Cug,0,0,2,Decomandat,False,38184,-,-,0,2018
3A472860-8378-46AA-8F1D-80B3D860E75E,-,2,-,60,Galata,0,0,2,Decomandat,False,60000,-,-,0,2017
0E1CCA26-E95F-4ED8-A09E-80B5210F6E28,-,0,-,0,Aeroport,0,0,0,-,False,50,-,-,0,0
356D21D5-38D9-4018-9B81-80DBF73138A1,-,1,-,41,Cug,0,0,2,Semidecomandat,False,34900,-,-,0,2017
455753A9-6196-4049-885C-80E06215B942,1,4,-,42,Alexandru cel Bun,0,0,2,Semidecomandat,False,38000,Renovat,Bloc de apartamente,0,1976
97279A83-ACA3-46FA-8BE1-80E7306B5A48,-,4,-,50,Tatarasi,0,0,2,Semidecomandat,False,35500,-,-,0,1978
0E4FB758-5E4B-4900-BFA6-80F0A24273C0,-,3,-,37,Aeroport,0,0,1,Decomandat,False,39000,-,-,0,1981
BD3A3669-F0AF-4DDA-9F29-80FB35D421E0,-,7,-,84,Canta,0,0,3,Semidecomandat,False,74000,Nou,Bloc de apartamente,8,1990
6382A24B-23EB-487E-B95A-81008E8283E5,1,5,-,71,Gara,0,0,3,Decomandat,False,80000,Renovat,Bloc de apartamente,0,1984
45539E77-4781-4CB5-9BD2-810225494CD3,-,4,-,65,Nicolina,0,0,3,Decomandat,False,60000,-,-,0,1981
E720ECD1-F9FE-4C16-858A-811711DF49D9,-,1,-,48,Dacia,0,0,2,Decomandat,False,47900,-,-,0,1980
D2B37ACC-1C17-4A9F-8BD1-811BCA3D6759,-,4,Complet,64,Primaverii,0,0,3,Semidecomandat,False,53000,Bun,Bloc de apartamente,4,1977
97D7BF90-D970-4720-9E4B-812B204D9299,1,10,Nemobilat,60,Pacurari,1,0,2,Decomandat,True,60000,Bun,Bloc de apartamente,10,1987
161D0D87-1492-4C5D-9223-812C45E8FD6E,-,9,-,22,Podu Ros,0,0,0,-,False,24900,-,-,0,1972
2E3A0760-5830-4BCE-858F-8164DC0A8E95,-,5,-,48,Nicolina,0,0,2,Decomandat,False,53500,-,-,0,2017
BCC261C6-2FA3-4312-B2A0-81755C60E82D,-,3,-,24,Nicolina,0,0,0,-,False,27000,-,-,0,1977
288E472F-A063-4D88-80D7-8177D6BE4972,-,4,-,60,Galata,0,0,3,Decomandat,False,57000,Nou,Bloc de apartamente,4,1980
7023BCF5-256E-4B32-8D8A-818522FF9AAC,-,4,Complet,64,Primaverii,0,0,3,Semidecomandat,False,53000,Bun,Bloc de apartamente,4,1977
DE1124CE-12DA-4FF9-B973-819486DDB924,-,1,-,52,Nicolina,0,0,2,Decomandat,False,57000,-,-,0,2015
13F81E4E-0F65-4A36-B8FB-81A302EA79A8,-,1,-,72,Nicolina,0,0,3,Decomandat,False,64000,-,-,0,2015
7A8E780A-B6ED-47CC-86B0-81A5D7B0B72A,-,2,-,38,Tatarasi,0,0,1,Decomandat,False,43370,-,-,0,2016
0E00CD4D-8751-4842-87EE-81A6F03325CE,-,4,-,50,Pacurari,0,0,2,Decomandat,False,41000,-,-,0,2017
B107BB6F-EAA9-4327-8B62-81A77C93F42D,1,4,-,28,Tatarasi,0,0,1,Semidecomandat,False,27300,Bun,Bloc de apartamente,0,1970
69BA471D-8432-46E9-837E-81AB07E924C0,-,5,-,75,Pacurari,0,0,3,Decomandat,False,66000,-,-,0,1983
9DFF2FF4-A934-4146-ABF4-81B31AACFA2E,-,4,-,56,Canta,0,0,2,Decomandat,False,50000,-,-,0,1983
3B4D6F52-D65F-48FF-9680-81C0FD1052D3,1,1,-,57,Copou,0,0,2,Decomandat,False,77500,Bun,Bloc de apartamente,0,1958
